id;name;gender;BirtDate;Division;Salary
34380;Clymene;Female;07.12.1946;K;8400
34381;Clytemnestra;Female;22.02.1966;G;4600
34382;Clytie;Female;20.02.1940;K;5600
34383;Clyve;Male;20.02.1934;N;1400
34384;Cnidel;Male;11.02.1955;B;9600
34385;Cnut;Male;08.04.1948;J;3500
34386;Cnut;Male;15.12.1988;J;1400
34387;Coatl;Male;23.07.1974;E;5900
34388;Coaxoch;Female;13.01.1943;L;5100
34389;Coburn;Male;27.03.1962;C;2300
34390;Coburn;Male;14.09.1977;M;2300
34391;Coby;Male;20.04.1947;L;5600
34392;Coby;Male;26.03.1970;F;4600
34393;Cochava;Female;09.06.1946;M;1800
34394;Cocheta;Female;07.11.1984;J;4300
34395;Cochise;Male;16.06.1996;E;7700
34396;Cochlain;Male;13.03.1976;F;6900
34397;Cocidius;Male;16.06.1982;N;1700
34398;Cocidius;Male;30.03.1965;J;6700
34399;Coco;Female;07.02.1957;C;6000
34400;Coco;Female;24.12.1958;G;3600
34401;Cocytus;Male;03.03.1933;K;3200
34402;Codee;Female;22.12.1978;D;4700
34403;Codee;Female;09.09.1954;E;2400
34404;Codell;Male;05.12.1952;G;9200
34405;Codell;Male;16.11.1968;K;3100
34406;Codey;Male;20.05.1986;D;9800
34407;Codey;Male;11.02.1953;B;2000
34408;Codi;Male;06.03.1969;M;6300
34409;Codi;Female;30.05.1951;C;9900
34410;Codi;Female;15.12.1992;D;8400
34411;Codie;Male;26.05.1976;B;8100
34412;Codie;Male;24.08.1953;F;1500
34413;Codier;Female;11.04.1986;A;9500
34414;Codrin;Male;06.06.1941;L;9400
34415;Codruta;Female;22.09.1966;B;9700
34416;Cody;Male;05.07.1960;L;1800
34417;Cody;Male;08.06.1997;H;5500
34418;Cody;Female;21.03.1968;N;6700
34419;Cody;Female;18.08.1939;L;3600
34420;Cody;Female;24.10.1993;O;1700
34421;Cody;Male;25.10.1959;O;6100
34422;Codyr;Female;18.01.1967;D;3600
34423;Coeus;Male;29.05.1938;E;4000
34424;Cofahealh;Male;19.08.1955;C;1600
34425;Coghlan;Male;18.02.1966;H;6400
34426;Cohen;Male;19.06.1992;F;5500
34427;Coigleach;Male;05.06.1937;I;4700
34428;Coilin;Male;27.04.1935;J;6700
34429;Coillcumhann;Male;01.03.1941;B;4600
34430;Coilleach;Male;03.07.1933;F;6300
34431;Coinleain;Male;22.11.1952;C;9000
34432;Coinneach;Male;30.07.1956;L;2100
34433;Coinneach;Male;28.01.1948;A;5700
34434;Coinneach;Male;07.12.1948;L;6500
34435;Coira;Female;23.06.1936;J;8100
34436;Coire;Male;13.09.1941;K;8600
34437;Coireail;Male;25.11.1987;F;4300
34438;Colan;Male;07.01.1974;K;3700
34439;Colan;Male;11.06.1992;M;1100
34440;Colbert;Male;03.10.1985;C;1400
34441;Colbert;Male;23.04.1961;N;6100
34442;Colbey;Male;05.07.1979;M;1400
34443;Colbi;Female;27.08.1990;D;2200
34444;Colby;Female;22.06.1984;F;3700
34445;Colby;Male;01.07.1963;N;9000
34446;Colby;Male;03.03.1964;B;6100
34447;Colby;Male;11.12.1983;I;9800
34448;Cole;Male;22.04.1969;I;2500
34449;Coleen;Female;25.07.1939;B;7200
34450;Coleman;Male;18.07.1978;K;7300
34451;Coleman;Male;11.02.1992;E;9800
34452;Coleman;Male;29.11.1989;C;1500
34453;Colemann;Male;14.02.1930;I;6900
34454;Colene;Female;21.11.1992;J;7800
34455;Colesha;Female;07.03.1986;I;8300
34456;Coleta;Female;19.03.1936;L;5400
34457;Coletta;Female;18.05.1950;L;2800
34458;Colette;Female;16.08.1970;I;9000
34459;Colette;Female;08.07.1944;F;3500
34460;Colette;Female;01.09.1968;B;7900
34461;Coletun;Male;10.05.1963;I;1200
34462;Coley;Male;13.01.1990;B;8000
34463;Colfre;Male;27.01.1949;N;5400
34464;Colier;Male;29.01.1996;A;5800
34465;Colin;Male;31.07.1972;J;7100
34466;Colin;Male;25.06.1958;E;5700
34467;Colin;Male;21.09.1932;I;1500
34468;Colin;Male;16.11.1992;C;6600
34469;Colina;Female;21.04.1955;I;1400
34470;Colis;Male;23.01.1930;N;6700
34471;Colla;Male;24.12.1997;M;9900
34472;Colleem;Female;10.07.1962;C;8300
34473;Colleen;Female;30.04.1984;L;2600
34474;Collena;Female;11.04.1989;B;5700
34475;Collene;Female;24.10.1956;B;2800
34476;Colletta;Female;28.10.1992;D;4800
34477;Collette;Female;19.06.1962;N;8100
34478;Collier;Male;25.09.1931;A;7900
34479;Collier;Male;26.11.1995;J;9600
34480;Collin;Male;09.08.1995;E;2600
34481;Collin;Male;11.06.1930;H;2500
34482;Collin;Male;19.03.1962;C;1600
34483;Collins;Male;16.04.1987;A;8600
34484;Collins;Male;02.02.1979;N;3400
34485;Collis;Male;19.04.1943;I;4700
34486;Collyer;Male;19.06.1944;I;5800
34487;Collyn;Male;11.12.1997;A;7800
34488;Colm;Male;19.09.1970;M;3500
34489;Colman;Male;13.08.1999;B;2000
34490;Colman;Male;29.10.1945;D;9800
34491;Colmcilla;Female;01.09.1934;M;2700
34492;Colmcille;Male;08.09.1970;D;4900
34493;Colquhoun;Male;30.01.1971;O;8200
34494;Colson;Male;18.11.1967;B;8700
34495;Colt;Male;06.11.1952;F;2600
34496;Colten;Male;08.06.1977;O;6600
34497;Colter;Male;11.01.1956;I;1000
34498;Colter;Male;08.09.1951;J;2000
34499;Coltere;Male;17.01.1963;F;7700
34500;Colton;Male;05.08.1957;C;9100
34501;Coltrane;Male;24.03.1957;H;7300
34502;Colum;Male;06.12.1976;C;3500
34503;Columbine;Female;11.01.1989;O;7200
34504;Columbo;Male;28.02.1959;M;5200
34505;Colver;Male;19.09.1966;C;4500
34506;Colvert;Male;24.08.1954;G;1900
34507;Colvyr;Male;09.05.1956;H;8700
34508;Colwyn;Male;27.09.1998;D;1500
34509;Colyer;Male;01.08.1932;F;6000
34510;Colyn;Male;24.06.1988;J;2400
34511;Colyn;Male;22.08.1976;M;3000
34512;Colys;Male;30.03.1945;B;4800
34513;Coman;Male;06.12.1938;C;6200
34514;Comfort;Female;05.07.1947;K;4700
34515;Comforte;Female;28.10.1973;C;8700
34516;Comhghan;Male;21.06.1962;L;5700
34517;Comhghan;Male;13.11.1936;B;2900
34518;Comyn;Male;17.08.1984;E;3100
34519;Comyn;Male;27.10.1941;D;3500
34520;Comyn;Male;26.03.1957;G;4800
34521;Comyna;Female;11.07.1963;G;5600
34522;Con;Female;24.03.1965;B;9000
34523;Con;Male;10.03.1988;O;5600
34524;Conaire;Male;24.10.1991;F;2800
34525;Conal;Male;04.12.1959;L;4300
34526;Conal;Male;18.09.1949;N;1300
34527;Conall;Male;22.12.1970;I;6600
34528;Conall;Male;30.07.1994;F;2300
34529;Conall;Male;29.11.1954;M;5000
34530;Conall;Male;30.10.1938;F;2300
34531;Conall Cernach;Male;23.08.1946;G;6400
34532;Conan;Male;29.12.1981;C;2000
34533;Conan;Male;29.01.1968;D;4400
34534;Conant;Male;07.03.1951;C;8600
34535;Conary;Male;12.07.1993;J;2600
34536;Concepcion;Female;15.11.1971;K;3300
34537;Concepta;Female;03.08.1969;F;8500
34538;Concetta;Female;13.03.1992;I;5300
34539;Concetta;Female;17.01.1963;M;3500
34540;Conchetta;Female;29.08.1958;C;3900
34541;Conchobar;Male;30.05.1949;J;2500
34542;Conchobar;Male;12.07.1955;O;8100
34543;Conchobara;Female;10.03.1950;K;8300
34544;Conchobarra;Female;26.09.1983;C;9500
34545;Conchobarre;Female;18.04.1961;J;1800
34546;Conchobhar;Male;06.02.1938;E;3000
34547;Condan;Male;28.07.1972;K;7800
34548;Condan;Male;15.10.1956;H;2800
34549;Condon;Male;28.08.1965;A;2200
34550;Condwiramurs;Female;27.08.1959;L;5900
34551;Condwiramurs;Female;17.10.1943;A;8300
34552;Cong;Female;27.04.1994;N;1500
34553;Cong;Male;20.11.1959;K;5600
34554;Congalie;Female;14.04.1979;K;2500
34555;Conlan;Male;25.10.1957;O;4100
34556;Conlan;Male;21.08.1946;F;2600
34557;Conlaoch;Male;28.09.1954;L;6700
34558;Conleth;Male;30.07.1948;E;5300
34559;Conley;Male;03.12.1931;B;3700
34560;Conn;Male;25.04.1983;I;5100
34561;Conn;Male;14.04.1969;F;4000
34562;Conn;Male;24.03.1936;G;6900
34563;Connacht;Male;16.08.1953;C;1200
34564;Connah;Male;16.06.1986;J;1000
34565;Connal;Female;24.11.1979;I;2000
34566;Connal;Male;06.10.1975;B;6700
34567;Connal;Male;27.07.1991;A;6000
34568;Connell;Male;11.02.1933;K;6900
34569;Connell;Male;08.06.1947;N;8500
34570;Conner;Male;27.03.1938;M;5300
34571;Connie;Female;14.12.1998;B;7600
34572;Connie;Male;02.01.1937;N;2800
34573;Connla;Male;27.05.1940;J;7000
34574;Connla;Male;02.06.1945;B;7300
34575;Connlaio;Male;02.10.1973;I;9600
34576;Connolly;Male;03.09.1940;N;9900
34577;Connor;Male;01.08.1977;I;3100
34578;Conny;Male;09.08.1932;L;5200
34579;Conor;Male;08.12.1999;H;5400
34580;Conor;Male;14.08.1942;I;4800
34581;Conrad;Male;20.05.1954;F;1200
34582;Conrad;Male;27.07.1993;N;6300
34583;Conradin;Male;26.01.1999;M;2000
34584;Conradina;Female;26.08.1939;K;7800
34585;Conradine;Female;21.01.1943;G;8200
34586;Conrado;Male;04.08.1950;M;2800
34587;Conrado;Male;06.05.1941;A;4500
34588;Conroy;Male;03.02.1997;J;4000
34589;Conroy;Male;21.01.1964;J;1800
34590;Conroy;Male;25.01.1942;N;2000
34591;Conshita;Female;16.05.1950;E;4800
34592;Consolacion;Female;29.04.1996;H;4500
34593;Consolata;Female;17.01.1975;O;5600
34594;Consolata;Female;02.04.1961;G;3400
34595;Consolata;Female;23.01.1951;F;5400
34596;Constance;Female;15.01.1975;B;1300
34597;Constance;Female;17.12.1990;B;4100
34598;Constancia;Female;08.06.1989;J;8300
34599;Constancia;Female;11.03.1946;B;8400
34600;Constanta;Female;16.09.1985;H;9800
34601;Constantia;Female;02.09.1989;F;7000
34602;Constantin;Male;25.11.1983;A;9900
34603;Constantine Dwyne;Male;20.09.1942;H;3700
34604;Constantino;Male;25.05.1973;M;5400
34605;Constanza;Female;29.08.1959;E;1300
34606;Constanza;Female;11.08.1946;N;1300
34607;Consuela;Female;26.10.1978;D;8400
34608;Consuelo;Female;24.02.1938;N;7500
34609;Conway;Male;02.02.1949;I;3400
34610;Conway;Male;13.02.1983;E;8800
34611;Conway;Male;02.11.1964;B;6200
34612;Cony;Male;04.12.1972;E;4300
34613;Cony;Male;03.11.1999;A;3900
34614;Cooey;Male;18.02.1949;G;5500
34615;Cooley;Male;27.09.1937;H;8800
34616;Coolie;Male;07.12.1932;K;3000
34617;Cooney;Male;13.03.1959;I;7500
34618;Cooper;Male;15.08.1943;J;2600
34619;Cooper;Male;27.09.1988;K;9200
34620;Coopersmith;Male;07.02.1982;J;6600
34621;Cora;Female;15.11.1976;E;5100
34622;Cora;Female;30.03.1951;J;4700
34623;Cora;Female;08.06.1953;B;5200
34624;Coral;Female;10.12.1987;G;3500
34625;Coral;Female;27.03.1949;K;7800
34626;Coralee;Female;11.12.1932;B;7100
34627;Coralia;Female;18.05.1980;O;2300
34628;Coralie;Female;04.04.1943;K;4000
34629;Coralie;Female;05.07.1973;B;1600
34630;Coraline;Female;15.01.1988;F;2200
34631;Coralyn;Female;25.04.1959;K;9500
34632;Corann;Male;11.03.1957;H;7000
34633;Corann;Male;15.11.1978;E;4800
34634;Corazana;Female;24.11.1935;I;4100
34635;Corazon;Female;27.09.1987;D;5200
34636;Corban;Male;16.07.1940;L;4500
34637;Corben;Male;28.02.1992;B;1600
34638;Corben;Male;16.07.1945;E;2900
34639;Corbenic;Male;11.04.1934;I;3300
34640;Corbenic;Male;24.07.1957;C;7500
34641;Corbett;Male;01.08.1945;B;6200
34642;Corbett;Male;29.09.1958;G;5500
34643;Corbin;Male;21.01.1930;A;5500
34644;Corbin;Male;12.11.1960;C;9100
34645;Corbmac;Male;30.04.1978;C;6700
34646;Corby;Male;26.06.1991;M;4800
34647;Corby;Male;16.02.1954;K;4900
34648;Corbyn;Male;04.04.1956;L;3300
34649;Corbyn;Male;17.09.1977;A;9700
34650;Corcoran;Male;13.04.1966;J;2900
34651;Corcoran;Male;11.02.1969;F;1400
34652;Cord;Male;27.02.1994;L;7500
34653;Cord;Male;24.07.1942;J;1000
34654;Cordale;Male;12.09.1955;J;5300
34655;Corday;Male;04.05.1976;G;6400
34656;Cordelia;Female;23.03.1936;N;9000
34657;Cordelia;Female;09.01.1978;H;6900
34658;Cordelia;Female;15.10.1994;K;6900
34659;Cordell;Male;06.02.1952;K;8200
34660;Cordero;Male;09.10.1951;M;8800
34661;Coreen;Female;14.09.1963;J;9900
34662;Coreene;Female;07.10.1949;O;4900
34663;Corella;Female;31.05.1935;B;1800
34664;Coretta;Female;09.01.1980;F;9000
34665;Coretta;Female;27.05.1976;H;4200
34666;Coretta;Female;07.03.1984;F;9400
34667;Corette;Female;16.04.1975;F;4800
34668;Corey;Male;07.03.1956;J;4600
34669;Corey;Male;05.10.1940;N;6200
34670;Corey;Male;24.01.1983;E;5200
34671;Corey;Male;01.01.1937;I;4700
34672;Corey;Male;28.10.1999;H;6100
34673;Corey;Male;13.03.1973;G;9200
34674;Corey;Female;22.05.1962;I;3700
34675;Corey;Female;23.11.1988;I;8700
34676;Cori;Male;03.12.1961;A;3600
34677;Cori;Female;09.09.1941;O;9000
34678;Cori;Female;15.07.1953;L;7500
34679;Coriann;Female;27.11.1940;C;6100
34680;Coriann;Female;03.03.1938;C;2700
34681;Corianne;Female;05.06.1984;G;2800
34682;Corianne;Female;23.12.1951;H;5900
34683;Corie;Female;03.11.1946;C;3300
34684;Corie;Female;15.07.1933;O;1000
34685;Corin;Male;19.05.1977;E;8900
34686;Corina;Female;27.03.1979;F;9200
34687;Corina;Female;27.12.1989;L;6700
34688;Corineus;Male;09.07.1968;B;1100
34689;Corinna;Female;22.03.1997;I;7000
34690;Corinna;Female;04.02.1991;O;4200
34691;Corinne;Female;17.09.1952;O;9700
34692;Corisa;Female;16.07.1970;L;4500
34693;Corisa;Female;30.08.1967;E;1200
34694;Corissa;Female;19.09.1944;G;6000
34695;Corky;Male;26.08.1992;E;8700
34696;Corky;Male;25.11.1995;K;8300
34697;Corlan;Male;22.12.1988;G;3100
34698;Corlene;Female;26.04.1946;F;4200
34699;Corley;Male;07.08.1971;B;3800
34700;Corley;Male;15.06.1942;D;7500
34701;Corliss;Female;14.01.1967;G;8200
34702;Corliss;Female;09.06.1969;J;7400
34703;Cormac;Male;09.01.1967;J;7800
34704;Cormac;Male;11.05.1953;M;3600
34705;Cormac;Male;20.03.1942;F;8400
34706;Cormack;Male;08.10.1939;L;6600
34707;Cormic;Male;28.06.1945;O;6400
34708;Cormick;Male;09.09.1976;F;4300
34709;Cornelio;Male;06.01.1991;C;6700
34710;Cornelius;Male;15.04.1967;A;9300
34711;Coronis;Female;24.10.1947;O;6200
34712;Corrado;Male;15.11.1990;J;5000
34713;Corrado;Male;01.08.1992;K;2700
34714;Corran;Male;19.10.1944;B;5400
34715;Correen;Female;07.01.1979;O;3700
34716;Correena;Female;05.05.1974;M;5400
34717;Corren;Male;03.05.1993;I;3300
34718;Correy;Male;21.12.1968;D;4100
34719;Correy;Male;14.04.1943;G;8700
34720;Corri;Female;23.07.1999;M;5000
34721;Corri;Female;07.03.1931;K;5100
34722;Corrianna;Female;02.02.1963;E;3200
34723;Corrianna;Female;10.09.1979;K;6300
34724;Corrianne;Female;13.05.1932;F;8400
34725;Corrianne;Female;12.10.1945;M;2700
34726;Corrick;Male;12.12.1940;O;9100
34727;Corrick;Male;13.06.1944;H;1200
34728;Corrie;Female;11.05.1956;O;6200
34729;Corrie;Female;16.09.1958;G;7400
34730;Corrin;Male;21.09.1988;B;3900
34731;Corrina;Female;03.01.1960;A;4400
34732;Corrine;Female;09.09.1979;F;1600
34733;Corrissa;Female;01.12.1969;D;8600
34734;Corry;Female;19.10.1994;J;1500
34735;Corry;Female;17.04.1954;K;3700
34736;Cort;Male;09.10.1983;K;1400
34737;Cort;Male;29.12.1941;C;8700
34738;Cort;Male;20.04.1951;G;7600
34739;Cortez;Male;20.11.1987;B;8500
34740;Cortland;Male;20.01.1991;O;3400
34741;Cortland;Male;22.04.1947;O;1100
34742;Cortney;Female;11.05.1962;J;6600
34743;Cortney;Female;20.11.1987;E;3500
34744;Corvin;Male;09.04.1991;M;4200
34745;Corvin;Male;21.01.1971;D;5800
34746;Corwan;Male;04.11.1932;J;5800
34747;Corwin;Male;01.04.1963;M;4500
34748;Corwine;Male;26.06.1948;G;2100
34749;Corwyn;Male;07.04.1978;J;2100
34750;Cory;Male;21.12.1994;H;1000
34751;Cory;Female;24.03.1956;B;5800
34752;Cory;Female;13.12.1993;O;5400
34753;Cory;Male;04.02.1981;M;1000
34754;Cory;Male;15.09.1999;M;4100
34755;Corybantes;Male;10.02.1974;H;4500
34756;Corydon;Male;23.03.1953;B;6100
34757;Cosette;Female;22.11.1987;B;1900
34758;Cosimia;Female;24.09.1954;B;1300
34759;Cosmas;Male;02.02.1971;F;3700
34760;Cosmin;Male;25.03.1979;M;8400
34761;Cosmo;Male;22.02.1947;I;4200
34762;Costel;Male;22.11.1935;B;3400
34763;Costela;Female;06.01.1967;F;4900
34764;Costello;Male;09.01.1951;O;3800
34765;Costi;Male;07.07.1975;K;2500
34766;Costica;Male;03.01.1944;A;7400
34767;Costin;Male;10.02.1936;E;2300
34768;Coszcatl;Female;19.02.1996;E;3000
34769;Cotovatre;Female;25.02.1987;M;8700
34770;Cotovatre;Female;02.04.1982;G;8200
34771;Cottus;Male;04.12.1951;C;7000
34772;Cougar;Male;07.06.1991;G;7800
34773;Coughlan;Male;27.01.1936;O;6100
34774;Coulter;Male;03.12.1990;L;4600
34775;Countess;Female;09.05.1970;N;8800
34776;Court;Male;30.04.1938;I;4800
34777;Court;Male;26.12.1966;N;6800
34778;Courtenay;Male;28.02.1932;M;1800
34779;Courtenay;Male;25.12.1937;B;9700
34780;Courtland;Male;05.06.1975;B;3800
34781;Courtland;Male;01.07.1956;O;9800
34782;Courtland;Male;03.02.1963;K;3200
34783;Courtland;Male;06.04.1972;F;3700
34784;Courtland;Male;17.06.1989;N;6100
34785;Courtlyn;Female;25.04.1950;A;9600
34786;Courtlyn;Female;05.09.1976;H;5000
34787;Courtnay;Male;28.01.1966;J;8100
34788;Courtnay;Male;20.12.1960;B;4800
34789;Courtney;Male;05.01.1944;C;8300
34790;Courtney;Female;27.09.1988;O;5500
34791;Courtney;Female;23.07.1961;L;5000
34792;Courtney;Male;26.06.1966;B;9400
34793;Courtney;Male;22.07.1993;E;5600
34794;Courtnie;Female;01.11.1971;I;4000
34795;Covell;Male;27.12.1937;F;6800
34796;Coventina;Female;01.08.1962;K;4700
34797;Coventina;Female;05.05.1954;G;1300
34798;Coventina;Female;26.02.1963;J;1200
34799;Covey;Male;22.12.1960;B;2200
34800;Covyll;Male;23.07.1949;J;3200
34801;Cowan;Male;16.02.1931;G;5700
34802;Cowan;Male;17.12.1950;B;2000
34803;Cowen;Male;01.01.1957;D;3100
34804;Cowyn;Male;07.03.1994;N;7200
34805;Coyan;Male;29.08.1937;C;9000
34806;Coyle;Male;29.08.1942;D;7500
34807;Coyle;Male;28.02.1951;H;1600
34808;Coyne;Male;16.01.1958;K;1000
34809;Coyotl;Male;19.05.1934;J;5600
34810;Cozamalotl;Female;12.11.1947;D;1200
34811;Cradawg;Male;27.12.1976;K;3200
34812;Cradawg;Male;13.02.1976;G;4200
34813;Craig;Male;05.09.1974;N;3400
34814;Craig;Male;03.11.1942;G;8900
34815;Craita;Female;04.09.1999;B;8800
34816;Crandall;Male;24.11.1955;M;4500
34817;Crandell;Male;23.05.1952;F;6100
34818;Cranleah;Male;20.02.1951;A;5100
34819;Cranley;Male;10.06.1995;C;2300
34820;Cranly;Male;17.10.1956;O;8900
34821;Crannog;Male;24.11.1988;B;7100
34822;Cranston;Male;28.05.1935;A;8600
34823;Cranstun;Male;12.07.1999;C;2400
34824;Crawford;Male;20.03.1951;K;2500
34825;Crayton;Male;21.05.1995;M;4800
34826;Creed;Male;10.09.1978;G;7000
34827;Creedon;Male;06.02.1962;H;5700
34828;Creiddyladl;Female;20.10.1958;E;2000
34829;Creiddyladl;Female;24.12.1996;E;3400
34830;Creighton;Male;25.11.1939;L;1100
34831;Creighton;Male;06.01.1930;C;1500
34832;Creissant;Female;01.08.1960;F;6200
34833;Creketun;Male;12.11.1945;O;5800
34834;Creon;Male;29.08.1936;E;6300
34835;Crescent;Female;30.01.1934;E;6800
34836;Crespin;Male;18.06.1993;J;5200
34837;Cretien;Male;29.10.1949;G;9200
34838;Creusa;Female;06.05.1930;J;2000
34839;Crevan;Male;17.02.1979;B;6700
34840;Crichton;Male;27.11.1972;C;6100
34841;Crimson;Female;08.01.1934;F;9100
34842;Crina;Female;14.11.1999;F;5900
34843;Criostoir;Male;02.09.1958;H;8700
34844;Cris;Male;09.11.1951;G;5800
34845;Crisann;Female;28.12.1990;K;1500
34846;Crisanna;Female;23.11.1960;L;6600
34847;Crispin;Male;30.09.1931;F;7500
34848;Crispin;Male;24.10.1953;N;4800
34849;Crispina;Female;19.01.1958;A;4700
34850;Crissa;Female;16.06.1956;G;1900
34851;Crissa;Female;23.03.1935;F;9300
34852;Crissie;Female;07.04.1955;D;4400
34853;Crissie;Female;06.12.1976;D;2000
34854;Crissinda;Female;23.08.1951;N;2900
34855;Crissy;Female;14.09.1957;H;3800
34856;Crissy;Female;23.01.1937;I;1800
34857;Crista;Female;11.06.1984;F;6300
34858;Cristen;Female;30.01.1964;A;7600
34859;Cristian;Male;13.11.1980;K;2900
34860;Cristian;Male;09.08.1988;O;6900
34861;Cristiano;Male;15.05.1972;D;3900
34862;Cristie;Female;07.01.1967;N;3800
34863;Cristie;Female;21.11.1977;J;9700
34864;Cristin;Female;10.07.1937;H;6500
34865;Cristin;Female;24.09.1988;L;4700
34866;Cristina;Female;09.06.1985;I;9600
34867;Cristine;Female;20.05.1980;K;7300
34868;Cristobal;Male;18.12.1982;K;7000
34869;Cristofer;Male;02.06.1970;G;4600
34870;Cristofor;Male;31.10.1965;H;3300
34871;Cristoforo;Male;18.01.1966;M;9600
34872;Criston;Male;06.02.1947;E;1400
34873;Cristos;Male;27.11.1939;H;8300
34874;Cristoval;Male;22.11.1972;A;4200
34875;Cristy;Female;03.07.1966;C;3800
34876;Cristy;Female;22.03.1994;J;3700
34877;Cristyn;Female;19.06.1992;M;9900
34878;Crocale;Female;19.10.1950;D;8700
34879;Croften;Male;09.05.1940;O;1900
34880;Crofton;Male;26.07.1948;O;2000
34881;Crogher;Male;29.10.1975;F;8600
34882;Crohoore;Male;03.09.1933;F;9100
34883;Crom;Male;26.09.1972;I;1700
34884;Crombwiella;Male;29.12.1978;M;8200
34885;Crompton;Male;16.09.1980;H;3300
34886;Cromwell;Male;13.02.1953;I;2600
34887;Cromwell;Male;02.12.1930;J;9400
34888;Cronan;Male;20.04.1950;I;4000
34889;Cronan;Male;19.06.1939;F;5700
34890;Cronus;Male;16.03.1960;K;5600
34891;Crosleah;Male;15.05.1949;G;4700
34892;Crosleigh;Male;25.11.1933;M;1200
34893;Crosley;Male;10.11.1953;B;8700
34894;Crosly;Male;01.11.1940;A;4600
34895;Crowell;Male;13.05.1982;H;8500
34896;Crowley;Male;07.06.1945;N;3800
34897;Croydon;Male;04.08.1972;F;5000
34898;Cruadhlaoich;Male;05.11.1945;A;8200
34899;Crudel;Male;16.11.1958;A;1700
34900;Cruim;Male;19.02.1949;N;7200
34901;Cruz;Male;08.06.1941;C;8200
34902;Crystal;Female;25.08.1966;N;1500
34903;Crystal;Female;03.09.1944;N;9600
34904;Csaba;Male;06.10.1962;J;8300
34905;Csilla;Female;04.08.1975;C;9900
34906;Ctesippus;Male;07.02.1984;F;5500
34907;Cualli;Female;02.01.1952;L;8300
34908;Cualli;Male;08.09.1991;G;5900
34909;Cuanaic;Male;13.05.1953;M;8600
34910;Cuartio;Male;11.05.1959;F;4400
34911;Cuarto;Male;18.02.1960;K;8300
34912;Cuauhtemoc;Male;01.01.1975;D;3100
34913;Cuchulain;Male;23.03.1947;K;2200
34914;Cuchulain;Male;31.08.1931;N;2300
34915;Cuetlachtli;Male;10.02.1930;H;9300
34916;Cuetzpalli;Male;26.12.1952;E;8400
34917;Cuicatl;Female;25.11.1983;C;4200
34918;Cuilean;Male;02.11.1942;O;6500
34919;Cuini;Female;22.02.1943;D;1200
34920;Cuinn;Male;09.11.1947;O;6800
34921;Cuinn;Male;18.11.1994;J;3000
34922;Cuinn;Male;05.01.1973;M;3900
34923;Cuixtli;Male;15.11.1946;C;7200
34924;Culain;Male;08.04.1933;F;2400
34925;Culain;Male;11.09.1958;O;7500
34926;Culann;Male;03.03.1980;L;2500
34927;Culbart;Male;26.01.1975;A;5600
34928;Culbert;Male;30.07.1945;D;1600
34929;Culhwch;Male;16.06.1983;D;4100
34930;Culhwch;Male;27.08.1937;N;2700
34931;Culhwch;Male;26.02.1978;D;1100
34932;Cullan;Male;16.08.1940;K;6400
34933;Cullan;Male;28.05.1966;N;1300
34934;Cullen;Male;07.04.1960;J;5200
34935;Cullen;Male;28.12.1985;B;2900
34936;Culley;Male;15.07.1991;C;3600
34937;Culley;Male;08.08.1978;O;4700
34938;Cullin;Male;15.02.1952;E;5700
34939;Cullo;Male;03.01.1945;C;1900
34940;Culloden;Male;06.08.1981;N;2500
34941;Cullodena;Female;05.05.1966;F;9900
34942;Cullodina;Female;10.05.1964;O;7100
34943;Culum;Male;15.05.1977;K;6500
34944;Culver;Male;05.11.1983;M;7400
34945;Culzean;Female;13.01.1954;E;9800
34946;Cumania;Female;13.10.1958;K;2200
34947;Cumhea;Male;28.06.1973;C;7300
34948;Cumin;Male;01.10.1979;M;5200
34949;Cumina;Female;07.01.1953;H;2800
34950;Cumming;Male;09.08.1938;B;1300
34951;Cundrie;Female;11.01.1990;A;1200
34952;Cundry;Female;19.02.1943;K;2900
34953;Cundry;Female;17.05.1947;F;8600
34954;Cunningham;Male;30.07.1936;A;2700
34955;Cuong;Male;08.10.1941;E;5800
34956;Cupere;Male;29.06.1995;M;1200
34957;Curcio;Male;29.11.1979;O;7600
34958;Curcio;Male;15.05.1952;J;1000
34959;Curran;Male;04.09.1930;G;4100
34960;Curran;Male;04.03.1939;O;5600
34961;Currito;Male;02.08.1977;K;5700
34962;Curro;Male;08.03.1978;M;2400
34963;Curt;Male;19.05.1983;O;1800
34964;Curt;Male;04.07.1930;N;9300
34965;Curtice;Male;17.06.1999;I;3900
34966;Curtis;Male;23.10.1966;N;4700
34967;Curtis;Male;07.03.1978;J;3900
34968;Curtiss;Male;05.06.1936;G;4000
34969;Curtiss;Male;10.08.1934;E;9900
34970;Cus;Male;03.01.1966;L;1900
34971;Custennin;Male;30.03.1971;H;3500
34972;Custennin;Male;19.10.1976;D;2800
34973;Custennin;Male;31.07.1993;J;7400
34974;Cuthbeorht;Male;01.03.1937;L;9500
34975;Cuthbert;Male;05.06.1992;J;7800
34976;Cuthbert;Male;06.07.1938;M;5900
34977;Cutler;Male;17.02.1934;C;4700
34978;Cuuladh;Male;29.01.1989;M;1700
34979;Cuyler;Male;21.04.1978;I;7500
34980;Cwen;Female;06.04.1971;K;9500
34981;Cwen;Female;10.03.1941;L;6000
34982;Cwen;Female;29.08.1933;F;1400
34983;Cwene;Female;02.05.1948;B;2000
34984;Cwentun;Male;04.02.1952;I;6900
34985;Cy;Male;01.05.1958;M;3800
34986;Cybele;Female;22.06.1973;M;1100
34987;Cycnus;Male;27.01.1956;C;1600
